points_x,points_y,celltypes,phenotypes
24.8955,26.1912,Necrotic,
24.8829,24.7049,Necrotic,
28.8648,26.8354,Necrotic,
25.4471,24.5344,Necrotic,
26.1756,23.4831,Necrotic,
23.4453,26.0165,Necrotic,
25.4598,23.5171,Necrotic,
25.1278,25.6047,Necrotic,
24.5703,25.6722,Necrotic,
25.674,23.0237,Necrotic,
28.5532,22.3285,Necrotic,
23.9455,25.1937,Necrotic,
24.607,24.5032,Necrotic,
24.0523,23.9903,Necrotic,
23.8743,23.4419,Necrotic,
25.0692,24.4905,Necrotic,
23.2418,25.0588,Necrotic,
25.4541,25.5149,Necrotic,
26.6382,25.6677,Necrotic,
24.0447,25.5408,Necrotic,
23.6494,26.4614,Necrotic,
23.511,24.6403,Necrotic,
26.7146,23.2077,Necrotic,
25.428,25.9999,Necrotic,
27.934,22.4538,Necrotic,
