points_x,points_y,celltypes,phenotypes
25.1504,23.4701,Necrotic,
23.9336,29.574,Tumour,
26.4189,23.6156,Necrotic,
24.337,18.9182,Tumour,
28.4073,25.7689,Tumour,
22.7914,26.2097,Tumour,
24.9276,30.0244,Tumour,
23.5225,22.0863,Tumour,
27.8633,24.3539,Tumour,
28.2916,20.2586,Tumour,
25.0888,24.7121,Necrotic,
20.5837,20.7864,Tumour,
26.1198,26.7649,Tumour,
28.2569,28.6189,Tumour,
21.5507,24.8685,Tumour,
29.2233,22.4489,Tumour,
23.017,24.935,Tumour,
22.2305,20.202,Tumour,
28.5421,23.8474,Tumour,
25.4344,22.8887,Necrotic,
29.4048,27.4249,Tumour,
28.8056,28.1323,Tumour,
21.3108,29.4787,Tumour,
26.4992,27.1905,Tumour,
26.2343,24.4035,Tumour,
22.0424,23.636,Tumour,
24.3373,25.1409,Tumour,
26.5729,23.0869,Tumour,
24.2192,24.0905,Necrotic,
28.1668,26.4592,Tumour,
20.6625,25.1084,Tumour,
27.7195,27.3602,Tumour,
20.8076,22.6691,Tumour,
23.8727,20.7777,Tumour,
23.1089,19.2649,Tumour,
27.1634,28.1676,Tumour,
27.4317,23.9086,Tumour,
22.4079,27.4045,Tumour,
23.7489,24.5221,Tumour,
30.467,26.4855,Tumour,
25.9655,20.5585,Tumour,
29.7754,24.0782,Tumour,
24.8192,25.7697,Tumour,
23.7581,26.477,Tumour,
25.1562,21.6289,Tumour,
25.4326,23.8954,Necrotic,
25.7418,26.1636,Tumour,
28.2312,27.81,Tumour,
22.1289,29.6279,Tumour,
23.175,22.8962,Tumour,
28.5821,25.1306,Tumour,
20.404,23.2254,Tumour,
21.9297,21.9303,Tumour,
25.5331,27.1526,Tumour,
20.0183,25.6552,Necrotic,
28.7909,21.3813,Tumour,
22.6662,23.9694,Tumour,
25.5697,22.1717,Tumour,
23.2053,18.4628,Tumour,
25.3923,24.3132,Necrotic,
29.8095,22.7476,Tumour,
23.084,27.3419,Tumour,
24.3224,27.679,Tumour,
20.7286,24.5302,Tumour,
27.1741,21.5881,Tumour,
27.5805,24.8667,Tumour,
24.9863,23.9682,Necrotic,
28.1951,22.2477,Tumour,
23.3771,23.5802,Tumour,
15.3376,15.4322,Macrophage,0.7916666666665961
28.506,24.5712,Tumour,
21.032,19.8741,Tumour,
20.5089,28.8354,Tumour,
21.6245,20.2428,Tumour,
21.6128,21.0863,Tumour,
22.8693,21.7625,Tumour,
26.9334,22.5239,Tumour,
19.9543,25.0745,Tumour,
22.5797,28.0346,Tumour,
29.9834,25.9733,Tumour,
25.0409,24.429,Necrotic,
27.2751,27.0348,Tumour,
23.8114,28.5766,Tumour,
23.0156,19.8779,Tumour,
24.9401,22.267,Tumour,
23.1662,26.6923,Tumour,
27.6675,19.976,Tumour,
26.1244,28.1048,Tumour,
20.5541,26.2845,Tumour,
31.1898,22.8134,Tumour,
26.0787,22.3741,Tumour,
24.7895,26.3963,Tumour,
22.6721,23.2206,Tumour,
25.2346,27.7021,Tumour,
21.324,22.2707,Tumour,
26.3297,25.7914,Tumour,
22.2495,28.9498,Tumour,
25.1224,20.6531,Tumour,
28.1729,22.924,Tumour,
21.6852,25.9695,Tumour,
20.2474,22.7072,Necrotic,
21.4523,27.1966,Tumour,
22.9948,21.174,Tumour,
20.3053,26.8416,Tumour,
25.9556,21.5592,Tumour,
21.9936,28.2639,Tumour,
24.7726,19.8845,Tumour,
19.7132,21.8185,Tumour,
25.9685,29.1055,Tumour,
28.2304,27.0124,Tumour,
24.1005,21.6923,Tumour,
23.4559,20.3003,Tumour,
31.4957,26.5392,Tumour,
29.2527,25.2273,Tumour,
25.4589,28.3446,Tumour,
29.8163,20.9309,Tumour,
24.3096,26.8528,Tumour,
21.2019,21.5649,Tumour,
25.2906,28.9051,Tumour,
21.7343,19.54,Tumour,
28.9602,26.822,Tumour,
25.3729,20.0732,Tumour,
22.1648,26.3167,Necrotic,
25.2138,24.7229,Necrotic,
26.8302,24.098,Tumour,
22.1267,25.2059,Tumour,
27.7495,20.724,Tumour,
25.9591,27.5833,Tumour,
24.9733,25.0971,Necrotic,
25.6395,23.5366,Macrophage,0.4055833333333053
26.5126,20.7186,Tumour,
24.9773,23.0154,Tumour,
23.4171,29.0668,Tumour,
23.9293,23.5443,Necrotic,
27.0654,23.4105,Tumour,
23.7453,22.8029,Tumour,
22.4219,24.5645,Tumour,
21.0509,28.5013,Tumour,
20.2283,27.8343,Tumour,
19.7041,18.7438,Tumour,
26.5611,26.3215,Tumour,
27.0892,26.4948,Tumour,
23.2295,29.7411,Tumour,
24.7397,28.1577,Tumour,
29.6715,23.362,Tumour,
20.707,25.7695,Tumour,
22.8326,22.3375,Tumour,
24.2229,20.1138,Tumour,
24.653,24.5575,Macrophage,0.2920833333333178
30.4882,22.5958,Tumour,
19.7045,22.6121,Tumour,
29.0919,24.2086,Tumour,
25.7694,25.0619,Macrophage,0.232499999999991
29.5414,26.5181,Tumour,
20.3024,22.1697,Tumour,
26.9387,24.7177,Tumour,
19.2849,24.9561,Tumour,
24.5308,20.7562,Tumour,
21.188,23.4574,Tumour,
26.3364,25.1218,Tumour,
21.6064,30.0591,Tumour,
26.5204,21.4031,Tumour,
29.3387,25.7678,Tumour,
27.4923,22.3271,Tumour,
27.9232,25.3835,Tumour,
31.2471,27.1453,Tumour,
22.247,20.8158,Tumour,
28.7805,27.4343,Tumour,
28.8464,26.1875,Tumour,
27.0591,20.2123,Tumour,
19.94,24.4073,Tumour,
27.7853,21.7058,Tumour,
26.8888,27.62,Tumour,
25.3376,26.5995,Tumour,
22.5618,25.6005,Tumour,
30.1418,24.832,Tumour,
24.1465,25.9671,Tumour,
24.6619,23.6667,Tumour,
24.6169,21.4006,Tumour,
30.9295,26.1483,Tumour,
29.4229,21.4423,Tumour,
22.6021,26.8073,Necrotic,
21.8394,24.2192,Tumour,
19.4579,19.3869,Tumour,
24.3148,22.3099,Tumour,
24.4095,29.3048,Tumour,
20.6045,21.5787,Tumour,
23.3589,25.761,Necrotic,
24.4365,23.0198,Macrophage,0.1250833333333361
27.3416,25.7606,Tumour,
23.785,25.2608,Macrophage,0.103833333333335
21.8933,23.015,Macrophage,0.0501666666666663
20.4795,23.875,Tumour,
26.4606,28.5029,Macrophage,0.0438333333333331
22.2538,21.4504,Tumour,
23.7367,27.9162,Tumour,
28.7358,22.0202,Tumour,
27.73,28.1424,Tumour,
26.0819,23.911,Necrotic,
21.1239,20.6402,Tumour,
30.3086,23.8128,Tumour,
23.8126,18.4024,Tumour,
21.2517,24.1954,Tumour,
23.6009,21.3098,Tumour,
21.5977,27.8221,Tumour,
24.7534,19.2979,Tumour,
27.5461,23.0069,Tumour,
28.7813,22.9249,Tumour,
27.4155,30.3273,Macrophage,0.0183333333333333
23.1498,28.1486,Tumour,
20.4421,19.9281,Tumour,
28.0402,23.5819,Tumour,
21.5668,28.882,Tumour,
30.4778,23.2063,Tumour,
26.5923,22.0632,Tumour,
29.3982,28.1866,Tumour,
23.7305,27.2454,Tumour,
29.9444,27.6798,Tumour,
25.6589,19.5011,Tumour,
20.8672,27.9107,Tumour,
24.7997,27.2124,Tumour,
26.9551,25.4292,Tumour,
24.4502,28.6541,Tumour,
22.8377,28.8633,Tumour,
23.8372,19.6849,Tumour,
20.1516,19.3808,Tumour,
22.221,22.4874,Tumour,
19.6336,23.8825,Tumour,
12.1012,29.2487,Macrophage,0.0
22.6802,29.7685,Tumour,
25.5665,21.0997,Tumour,
23.7256,19.1251,Tumour,
29.0827,23.4443,Tumour,
26.0055,23.0035,Tumour,
29.5032,24.7041,Tumour,
27.1697,20.9247,Tumour,
27.701,19.3937,Tumour,
21.3237,25.4594,Tumour,
25.0329,29.417,Tumour,
25.6498,24.5981,Necrotic,
28.1405,21.2207,Tumour,
22.8913,20.5884,Tumour,
22.0738,19.0578,Tumour,
22.4611,19.6384,Tumour,
25.4748,25.6261,Tumour,
27.6799,26.2338,Tumour,
