points_x,points_y,celltypes,phenotypes
19.8596,31.9907,antiTumourMacrophage,0.3909999999999736
12.5428,35.4887,antiTumourMacrophage,0.4697499999999649
28.6343,40.6315,antiTumourMacrophage,0.48366666666663
20.1374,27.8067,antiTumourMacrophage,0.1244166666666695
22.6042,29.4863,antiTumourMacrophage,0.2079999999999937
20.2558,29.8636,antiTumourMacrophage,0.3483333333333116
21.0657,28.758,antiTumourMacrophage,0.1880833333333292
20.6479,28.1202,antiTumourMacrophage,0.0802500000000003
26.1841,27.264,antiTumourMacrophage,0.0365
20.3538,27.3093,antiTumourMacrophage,0.0647499999999994
21.4728,28.3549,antiTumourMacrophage,0.0836666666666672
21.7962,29.1761,antiTumourMacrophage,0.1488333333333335
24.1393,28.5439,antiTumourMacrophage,0.0879166666666674
22.2752,28.7179,antiTumourMacrophage,0.1126666666666688
21.9522,28.2313,antiTumourMacrophage,0.0723333333333332
22.1721,26.3834,antiTumourMacrophage,0.0447499999999998
19.3308,25.5936,antiTumourMacrophage,0.0404166666666666
19.5122,27.3363,antiTumourMacrophage,0.1068333333333351
21.9269,27.3088,antiTumourMacrophage,0.0409999999999999
21.134,27.8088,antiTumourMacrophage,0.0464999999999997
20.6679,25.8707,antiTumourMacrophage,0.0321666666666668
21.0077,22.1902,antiTumourMacrophage,0.0206666666666667
23.0848,27.8104,antiTumourMacrophage,0.0289166666666668
24.1996,23.81,antiTumourMacrophage,0.0113333333333333
19.7961,23.6561,antiTumourMacrophage,0.0253333333333334
23.4667,23.3029,antiTumourMacrophage,0.0
24.3137,25.4616,antiTumourMacrophage,0.0261666666666667
22.389,22.3631,antiTumourMacrophage,0.00625
23.3053,23.7059,antiTumourMacrophage,0.0
22.7599,22.8291,antiTumourMacrophage,0.0076666666666666
26.0446,24.4983,antiTumourMacrophage,0.0
23.2873,25.3034,antiTumourMacrophage,0.0
24.797,23.2068,antiTumourMacrophage,0.0
21.6727,27.7105,antiTumourMacrophage,0.0353333333333334
21.4944,24.699,antiTumourMacrophage,0.0
24.567,25.8207,antiTumourMacrophage,0.0
