points_x,points_y,celltypes,phenotypes
27.907,25.3942,antiTumourMacrophage,0.4825833333332968
26.1269,26.9227,antiTumourMacrophage,0.4269166666666363
27.1953,25.4415,antiTumourMacrophage,0.4698333333332982
26.1142,22.6432,antiTumourMacrophage,0.4361666666666353
20.946,29.0199,antiTumourMacrophage,0.4644166666666321
25.7193,23.0843,antiTumourMacrophage,0.3249166666666475
26.3549,24.366,antiTumourMacrophage,0.3228333333333144
25.0824,23.0187,antiTumourMacrophage,0.314249999999982
26.5058,25.6699,antiTumourMacrophage,0.2914166666666512
25.4555,25.4298,antiTumourMacrophage,0.2200833333333257
25.5147,26.482,antiTumourMacrophage,0.2863333333333184
24.3801,23.0044,antiTumourMacrophage,0.2271666666666582
21.0346,26.0727,antiTumourMacrophage,0.2300833333333246
21.7944,27.8275,antiTumourMacrophage,0.1637499999999986
25.0257,23.7314,antiTumourMacrophage,0.1648333333333318
22.1672,27.9718,antiTumourMacrophage,0.1699999999999979
24.0216,27.984,antiTumourMacrophage,0.1483333333333336
24.9911,24.1045,antiTumourMacrophage,0.1392500000000013
20.854,27.5187,antiTumourMacrophage,0.1152500000000023
25.5904,24.006,antiTumourMacrophage,0.0703333333333331
25.999,24.0158,antiTumourMacrophage,0.060916666666666
28.1464,24.2299,antiTumourMacrophage,0.0310833333333335
26.7901,30.2228,antiTumourMacrophage,0.001
27.5335,26.3644,antiTumourMacrophage,0.0326666666666668
23.2178,19.0363,antiTumourMacrophage,0.0139166666666666
19.4633,28.5433,antiTumourMacrophage,0.0365
18.0573,29.6218,antiTumourMacrophage,0.0256666666666667
10.1014,8.77421,antiTumourMacrophage,0.0
12.6317,32.5285,antiTumourMacrophage,0.0
12.416,7.68921,antiTumourMacrophage,0.0
