points_x,points_y,celltypes,phenotypes
9.40722,22.207,Macrophage,0.8866666666665857
15.6441,23.5579,Macrophage,0.84766666666659
19.509,24.1066,Macrophage,0.7902499999999296
23.9954,25.783,Macrophage,0.4216666666666369
24.2218,24.0211,Macrophage,0.3488333333333115
24.9644,25.3538,Macrophage,0.2380833333333237
23.695,24.0095,Macrophage,0.1971666666666615
26.0041,24.4292,Macrophage,0.0843333333333339
24.6495,24.0003,Macrophage,0.0577499999999994
26.4186,19.9961,Macrophage,0.0152499999999999
25.5556,29.4566,Macrophage,0.0176666666666666
