points_x,points_y,celltypes,phenotypes
22.3777,23.2965,Macrophage,0.0
22.1424,23.8598,Macrophage,0.0
27.6192,25.5352,Macrophage,0.0
20.9921,26.5276,Macrophage,0.0
22.1885,22.9262,Macrophage,0.0
21.3241,24.6915,Macrophage,0.0
28.044,24.3549,Macrophage,0.00025
28.0918,25.9093,Macrophage,0.0
26.9946,27.0534,Macrophage,0.0003333333333333
28.0108,25.0509,Macrophage,0.0019166666666666
27.2748,26.7215,Macrophage,0.0024166666666666
28.7725,24.9787,Macrophage,0.0
27.4245,23.4868,Macrophage,0.0039999999999999
25.8783,25.8563,Macrophage,0.0005833333333333
26.7069,22.7679,Macrophage,0.0005
21.6239,27.6347,Macrophage,0.0075833333333333
23.8863,25.85,Macrophage,0.0
23.7226,28.274,Macrophage,0.0
26.3595,27.5852,Macrophage,0.0
24.4482,25.7647,Macrophage,0.0
21.5304,24.1109,Macrophage,0.0
27.0695,23.0974,Macrophage,0.0
22.8289,22.7777,Macrophage,0.0
26.0075,22.0232,Macrophage,0.0
25.0293,27.9593,Macrophage,0.0
