points_x,points_y,celltypes,phenotypes
16.5928,41.0451,Macrophage,0.7157499999999378
19.4451,40.5997,Macrophage,0.6770833333332754
15.969,41.0141,Macrophage,0.777749999999931
17.9042,40.9951,Macrophage,0.7331666666666026
16.9939,40.6376,Macrophage,0.7939166666665959
16.4875,40.1522,Macrophage,0.7621666666665994
16.9556,39.9254,Macrophage,0.6704999999999428
32.9922,9.0179,Macrophage,0.7348333333332691
19.0187,41.0369,Macrophage,0.8436666666665904
17.735,40.0227,Macrophage,0.7463333333332678
18.9704,39.2342,Macrophage,0.7347499999999357
9.17447,15.9802,Macrophage,0.7097499999999385
18.4788,41.0299,Macrophage,0.629166666666614
16.9806,39.3908,Macrophage,0.6617499999999438
16.1275,39.6447,Macrophage,0.7027499999999393
29.3378,12.9952,Macrophage,0.7640833333332658
16.9567,34.2291,Macrophage,0.8233333333332593
17.7052,39.4861,Macrophage,0.7313333333332694
18.4094,40.432,Macrophage,0.7709999999999317
17.786,38.3562,Macrophage,0.8541666666665892
21.928,33.6454,Macrophage,0.7384999999999353
20.0256,30.8353,Macrophage,0.6207499999999483
25.8108,21.3622,Macrophage,0.5807499999999527
12.929,31.5953,Macrophage,0.7824166666665971
20.2179,25.641,Macrophage,0.6238333333332813
15.2866,33.7929,Macrophage,0.6559999999999444
23.8136,25.0148,Macrophage,0.5469999999999564
26.1482,28.9687,Macrophage,0.6214166666666149
19.2817,24.1874,Macrophage,0.6079166666666164
25.4674,31.9055,Macrophage,0.6920833333332738
23.6411,20.9339,Macrophage,0.5023333333332947
25.3558,26.6801,Macrophage,0.5086666666666273
23.2343,23.2849,Macrophage,0.3764166666666418
22.4555,25.5593,Macrophage,0.4800833333332971
23.3346,22.4405,Macrophage,0.4273333333333029
20.9786,29.6602,Macrophage,0.5779166666666197
21.5414,27.5838,Macrophage,0.4312499999999691
24.1313,23.4629,Macrophage,0.2409166666666567
25.0406,26.0639,Macrophage,0.305749999999983
21.9906,26.1544,Macrophage,0.4009166666666391
22.5124,27.9835,Macrophage,0.2401666666666568
26.3062,24.5539,Macrophage,0.1874166666666626
23.6827,27.4022,Macrophage,0.435083333333302
27.007,25.0493,Macrophage,0.2663333333333206
22.4783,23.8921,Macrophage,0.2576666666666549
25.0296,22.984,Macrophage,0.2916666666666512
20.6325,27.0142,Macrophage,0.1587499999999991
22.0627,27.4951,Macrophage,0.2499166666666557
24.1235,27.2571,Macrophage,0.1528333333333331
25.3863,18.4747,Macrophage,0.0330000000000001
23.6517,19.1239,Macrophage,0.060416666666666
24.1619,28.93,Macrophage,0.1079166666666685
27.2729,29.9268,Macrophage,0.0344166666666667
16.3816,36.9376,Macrophage,0.0
22.398,30.3214,Macrophage,0.0615833333333327
29.7692,22.0938,Macrophage,0.0429166666666665
18.1559,27.9339,Macrophage,0.0580833333333328
22.1026,34.6392,Macrophage,0.0
24.0931,15.1167,Macrophage,0.0
17.0533,30.7404,Macrophage,0.0
15.7017,28.5343,Macrophage,0.0
23.6873,12.7645,Macrophage,0.0
32.8506,37.1367,Macrophage,0.0
22.2643,36.122,Macrophage,0.0
22.528,38.6716,Macrophage,0.0
26.5351,8.4799,Macrophage,0.0
12.9745,44.8783,Macrophage,0.0
28.1192,12.2167,Macrophage,0.0
40.3562,3.73898,Macrophage,0.0
8.1274,35.1184,Macrophage,0.0
9.61156,49.2414,Macrophage,0.0
35.7749,41.9677,Macrophage,0.0
29.725,8.50084,Macrophage,0.0
23.1297,5.09981,Macrophage,0.0
38.9101,45.1883,Macrophage,0.0
37.5108,44.2751,Macrophage,0.0
