points_x,points_y,celltypes,phenotypes
6.0,46.0,Vessel,
22.0,46.0,Vessel,
33.0,46.0,Vessel,
45.0,25.0,Vessel,
6.0,5.0,Vessel,
1.0,21.0,Vessel,
5.0,24.0,Vessel,
47.0,15.0,Vessel,
13.0,48.0,Vessel,
33.0,42.0,Vessel,
11.0,1.0,Vessel,
30.0,42.0,Vessel,
20.0,45.0,Vessel,
41.0,12.0,Vessel,
46.0,37.0,Vessel,
40.0,3.0,Vessel,
7.0,6.0,Vessel,
41.0,37.0,Vessel,
13.0,38.0,Vessel,
48.0,6.0,Vessel,
45.0,41.0,Vessel,
2.0,10.0,Vessel,
2.0,21.0,Vessel,
43.0,29.0,Vessel,
31.0,44.0,Vessel,
43.0,30.0,Vessel,
48.0,9.0,Vessel,
7.0,1.0,Vessel,
15.0,8.0,Vessel,
28.0,6.0,Vessel,
39.0,37.0,Vessel,
44.0,13.0,Vessel,
43.0,9.0,Vessel,
1.0,45.0,Vessel,
7.0,42.0,Vessel,
