points_x,points_y,celltypes,phenotypes
2.0,1.0,Vessel,
48.0,26.0,Vessel,
25.0,45.0,Vessel,
41.0,35.0,Vessel,
8.0,1.0,Vessel,
30.0,48.0,Vessel,
39.0,48.0,Vessel,
18.0,46.0,Vessel,
16.0,4.0,Vessel,
16.0,10.0,Vessel,
43.0,47.0,Vessel,
44.0,11.0,Vessel,
7.0,37.0,Vessel,
8.0,41.0,Vessel,
29.0,44.0,Vessel,
3.0,29.0,Vessel,
46.0,43.0,Vessel,
36.0,9.0,Vessel,
47.0,43.0,Vessel,
49.0,42.0,Vessel,
4.0,35.0,Vessel,
23.0,45.0,Vessel,
45.0,44.0,Vessel,
39.0,4.0,Vessel,
14.0,9.0,Vessel,
37.0,43.0,Vessel,
45.0,8.0,Vessel,
4.0,3.0,Vessel,
30.0,8.0,Vessel,
31.0,8.0,Vessel,
42.0,27.0,Vessel,
48.0,22.0,Vessel,
46.0,46.0,Vessel,
8.0,49.0,Vessel,
35.0,47.0,Vessel,
