points_x,points_y,celltypes,phenotypes
45.0,7.0,Vessel,
9.0,33.0,Vessel,
44.0,30.0,Vessel,
44.0,33.0,Vessel,
42.0,4.0,Vessel,
18.0,46.0,Vessel,
6.0,27.0,Vessel,
23.0,5.0,Vessel,
41.0,37.0,Vessel,
35.0,7.0,Vessel,
45.0,40.0,Vessel,
10.0,11.0,Vessel,
46.0,4.0,Vessel,
8.0,40.0,Vessel,
26.0,8.0,Vessel,
40.0,49.0,Vessel,
43.0,44.0,Vessel,
41.0,18.0,Vessel,
11.0,12.0,Vessel,
6.0,14.0,Vessel,
12.0,40.0,Vessel,
45.0,18.0,Vessel,
48.0,7.0,Vessel,
10.0,45.0,Vessel,
39.0,45.0,Vessel,
47.0,46.0,Vessel,
48.0,39.0,Vessel,
8.0,35.0,Vessel,
15.0,43.0,Vessel,
42.0,3.0,Vessel,
43.0,34.0,Vessel,
38.0,10.0,Vessel,
47.0,6.0,Vessel,
9.0,35.0,Vessel,
35.0,39.0,Vessel,
