points_x,points_y,celltypes,phenotypes
22.0,47.0,Vessel,
7.0,27.0,Vessel,
8.0,2.0,Vessel,
44.0,11.0,Vessel,
7.0,40.0,Vessel,
47.0,27.0,Vessel,
7.0,46.0,Vessel,
31.0,48.0,Vessel,
4.0,18.0,Vessel,
30.0,5.0,Vessel,
49.0,12.0,Vessel,
6.0,12.0,Vessel,
36.0,5.0,Vessel,
39.0,11.0,Vessel,
46.0,13.0,Vessel,
43.0,20.0,Vessel,
39.0,1.0,Vessel,
9.0,45.0,Vessel,
49.0,8.0,Vessel,
8.0,35.0,Vessel,
3.0,25.0,Vessel,
24.0,5.0,Vessel,
47.0,18.0,Vessel,
32.0,49.0,Vessel,
40.0,49.0,Vessel,
4.0,38.0,Vessel,
44.0,21.0,Vessel,
32.0,45.0,Vessel,
37.0,44.0,Vessel,
49.0,45.0,Vessel,
46.0,33.0,Vessel,
33.0,47.0,Vessel,
13.0,45.0,Vessel,
23.0,46.0,Vessel,
2.0,5.0,Vessel,
