points_x,points_y,celltypes,phenotypes
1.0,38.0,Vessel,
42.0,5.0,Vessel,
4.0,1.0,Vessel,
16.0,44.0,Vessel,
4.0,9.0,Vessel,
30.0,43.0,Vessel,
17.0,7.0,Vessel,
2.0,23.0,Vessel,
2.0,48.0,Vessel,
8.0,9.0,Vessel,
1.0,33.0,Vessel,
42.0,25.0,Vessel,
2.0,16.0,Vessel,
21.0,49.0,Vessel,
48.0,9.0,Vessel,
22.0,5.0,Vessel,
2.0,32.0,Vessel,
40.0,3.0,Vessel,
1.0,21.0,Vessel,
2.0,36.0,Vessel,
10.0,10.0,Vessel,
11.0,9.0,Vessel,
36.0,12.0,Vessel,
10.0,47.0,Vessel,
8.0,36.0,Vessel,
10.0,14.0,Vessel,
32.0,5.0,Vessel,
42.0,23.0,Vessel,
3.0,34.0,Vessel,
45.0,8.0,Vessel,
44.0,9.0,Vessel,
12.0,4.0,Vessel,
4.0,22.0,Vessel,
4.0,39.0,Vessel,
23.0,1.0,Vessel,
