points_x,points_y,celltypes,phenotypes
27.534,26.4068,Tumour,
21.7693,30.8956,Tumour,
30.1295,25.5758,Tumour,
23.6384,21.5303,Tumour,
27.7495,29.8749,Tumour,
28.5577,18.6487,Tumour,
18.4687,23.4129,Tumour,
19.2056,27.4563,Tumour,
22.815,24.4761,Tumour,
34.8986,24.1682,Tumour,
28.9505,22.2335,Tumour,
23.0595,27.2873,Tumour,
26.6989,27.3772,Tumour,
19.9246,26.7188,Tumour,
25.6031,26.1367,Tumour,
24.1026,16.8321,Tumour,
26.2859,21.9917,Tumour,
26.2405,18.5024,Tumour,
25.3769,23.405,Tumour,
21.6269,23.8149,Tumour,
25.8905,29.5677,Tumour,
22.6153,26.8977,Tumour,
23.54,27.6266,Tumour,
20.2628,21.6901,Tumour,
21.3437,19.8292,Tumour,
31.854,28.656,Tumour,
16.58,22.8318,Tumour,
28.2401,24.6804,Tumour,
23.8234,30.9596,Tumour,
22.2144,28.6161,Tumour,
27.679,20.6235,Tumour,
24.9751,24.9269,Tumour,
23.9167,22.7479,Tumour,
31.5035,19.0782,Tumour,
19.773,27.4044,Tumour,
25.9805,20.2803,Tumour,
30.3114,23.0599,Tumour,
23.1155,30.0038,Tumour,
24.8841,29.7304,Tumour,
21.3179,23.2826,Tumour,
20.0775,19.7832,Tumour,
26.499,31.4408,Tumour,
18.615,27.7029,Tumour,
24.1655,20.3737,Tumour,
29.0633,26.2166,Tumour,
22.8889,33.0832,Tumour,
21.8994,30.3051,Tumour,
27.6375,31.1921,Tumour,
27.9339,24.1392,Tumour,
20.3262,23.9064,Tumour,
19.9004,22.3997,Tumour,
30.6278,22.4416,Tumour,
25.7864,20.8528,Tumour,
20.9551,26.0546,Tumour,
29.3168,21.7604,Tumour,
24.1792,23.4657,Tumour,
26.0263,23.7833,Tumour,
28.3012,22.4602,Tumour,
17.1052,25.6811,Tumour,
29.8792,22.5778,Tumour,
31.981,25.0485,Tumour,
19.27,29.1125,Tumour,
23.0433,19.1644,Tumour,
25.6829,17.3308,Tumour,
23.5902,23.3613,Tumour,
30.4798,30.6215,Tumour,
21.8375,18.8841,Tumour,
22.1088,25.9008,Tumour,
27.7098,26.9766,Tumour,
28.5089,26.0139,Tumour,
18.0341,22.7192,Tumour,
27.308,30.4895,Tumour,
22.2093,22.9724,Tumour,
28.0539,27.5894,Tumour,
30.5201,21.2673,Tumour,
22.5025,30.566,Tumour,
25.1447,21.1555,Tumour,
31.5707,27.3919,Tumour,
19.1008,22.2034,Tumour,
25.1969,31.2681,Tumour,
31.8757,24.0534,Tumour,
28.6979,27.7828,Tumour,
24.6246,18.752,Tumour,
21.2872,17.2817,Tumour,
15.5124,23.1355,Tumour,
15.1805,27.4469,Tumour,
27.4048,23.8194,Tumour,
18.3199,25.9053,Tumour,
25.4293,30.6114,Tumour,
21.2113,24.4327,Tumour,
24.052,25.1508,Tumour,
24.8488,31.7187,Tumour,
22.4159,19.6593,Tumour,
29.8855,30.6233,Tumour,
21.1503,27.9526,Tumour,
31.8768,26.4548,Tumour,
18.8525,25.0971,Tumour,
17.9885,24.6706,Tumour,
32.4153,27.5259,Tumour,
32.1613,20.9564,Tumour,
25.3693,24.0667,Tumour,
24.1319,19.7403,Tumour,
26.0419,30.3407,Tumour,
21.0923,27.3198,Tumour,
19.3153,18.8127,Tumour,
16.5114,27.7135,Tumour,
24.8291,23.5818,Tumour,
22.8673,16.6149,Tumour,
22.9601,17.2635,Tumour,
30.1339,20.0865,Tumour,
31.1922,21.4268,Tumour,
28.3153,31.0638,Tumour,
21.0469,28.6058,Tumour,
25.792,19.4068,Tumour,
26.6315,28.0112,Tumour,
23.2486,28.1545,Tumour,
25.6467,22.2452,Tumour,
27.1446,20.0097,Tumour,
20.3455,20.4192,Tumour,
30.0601,28.6942,Tumour,
23.4535,24.6127,Tumour,
21.0366,26.721,Tumour,
28.3839,31.8534,Tumour,
31.3001,19.6798,Tumour,
14.343,21.9906,Tumour,
26.5621,25.7041,Tumour,
30.4193,27.3842,Tumour,
20.5101,22.2487,Tumour,
23.5538,20.3122,Tumour,
20.049,24.4467,Tumour,
20.4414,26.3719,Tumour,
25.8097,18.0059,Tumour,
30.077,24.9595,Tumour,
17.7302,26.3042,Tumour,
18.3847,24.2318,Tumour,
30.7356,20.0906,Tumour,
23.5093,25.5999,Tumour,
25.3876,27.1286,Tumour,
16.6096,24.3978,Tumour,
28.5995,22.9826,Tumour,
33.621,23.5035,Tumour,
23.321,32.5239,Tumour,
30.6143,31.2504,Tumour,
30.9186,23.0626,Tumour,
16.4301,25.4402,Tumour,
23.3354,28.7488,Tumour,
29.5943,23.9524,Tumour,
26.8111,28.6088,Tumour,
33.2329,22.9847,Tumour,
21.6386,20.484,Tumour,
20.8207,17.6804,Tumour,
17.0654,26.9953,Tumour,
18.6619,21.7831,Tumour,
21.7531,22.0659,Tumour,
24.2625,32.1384,Tumour,
24.5323,25.436,Tumour,
24.163,27.371,Tumour,
28.8212,25.4509,Tumour,
18.0937,27.2992,Tumour,
25.5159,21.669,Tumour,
27.6013,23.0742,Tumour,
23.2893,31.3469,Tumour,
29.9604,22.0207,Tumour,
28.6532,19.2514,Tumour,
18.2172,29.253,Tumour,
24.9097,21.7745,Tumour,
29.5315,29.3678,Tumour,
22.2973,22.3243,Tumour,
26.3346,19.7331,Tumour,
22.6587,28.1925,Tumour,
22.8654,20.8662,Tumour,
14.0011,24.4114,Tumour,
28.4915,28.7951,Tumour,
32.5301,28.1212,Tumour,
24.5536,28.3467,Tumour,
20.1022,25.1066,Tumour,
26.808,32.3195,Tumour,
31.9891,27.002,Tumour,
30.8589,26.6481,Tumour,
21.74,18.0945,Tumour,
21.2249,18.2611,Tumour,
28.4892,23.8877,Tumour,
26.8687,18.0788,Tumour,
22.6572,20.2757,Tumour,
19.4758,23.4215,Tumour,
29.855,21.4216,Tumour,
14.8815,26.1568,Tumour,
22.7716,23.3128,Tumour,
20.554,27.7312,Tumour,
30.9676,28.5378,Tumour,
26.6303,24.5221,Tumour,
