points_x,points_y,celltypes,phenotypes
20.5467,23.1849,Tumour,
27.0082,27.852,Tumour,
22.4305,27.2557,Tumour,
30.0676,24.6093,Tumour,
26.417,19.3688,Tumour,
20.6094,25.4978,Tumour,
23.0993,24.8149,Tumour,
28.5559,28.091,Tumour,
23.3682,24.4176,Tumour,
19.1794,25.2932,Tumour,
29.0204,29.3689,Tumour,
18.9766,26.2521,Tumour,
21.3101,30.307,Tumour,
19.2157,27.1825,Tumour,
18.563,24.413,Tumour,
19.6916,29.1978,Tumour,
26.3733,27.6725,Tumour,
24.4536,20.3406,Tumour,
19.5524,26.6358,Tumour,
29.6071,28.4072,Tumour,
19.9462,25.5774,Tumour,
20.6327,24.9239,Tumour,
20.6391,26.9808,Tumour,
21.6319,28.5077,Tumour,
22.0137,22.9117,Tumour,
21.4872,27.7115,Tumour,
28.321,30.168,Tumour,
25.0034,26.5376,Tumour,
24.847,21.9281,Tumour,
25.0786,20.087,Tumour,
27.5753,27.0248,Tumour,
29.4049,25.7642,Tumour,
25.0857,21.4188,Tumour,
21.2115,25.7149,Tumour,
22.9326,21.083,Tumour,
20.025,28.6189,Tumour,
19.8473,27.6347,Tumour,
21.162,29.611,Tumour,
19.8861,24.9152,Tumour,
21.2111,28.974,Tumour,
23.4679,26.8127,Tumour,
19.9718,23.4167,Tumour,
26.7469,19.9446,Tumour,
28.4614,29.0512,Tumour,
18.1781,24.823,Tumour,
19.0479,27.8101,Tumour,
27.7376,26.3445,Tumour,
27.8212,22.8482,Tumour,
21.0837,23.5281,Tumour,
21.3777,21.4235,Tumour,
20.9353,27.4841,Tumour,
21.2762,26.6524,Tumour,
29.0072,28.7105,Tumour,
23.1355,20.4385,Tumour,
21.6746,23.5625,Tumour,
29.1482,26.6416,Tumour,
25.8368,29.1143,Tumour,
25.343,27.678,Tumour,
21.7446,27.079,Tumour,
32.3415,25.5075,Tumour,
28.153,29.5734,Tumour,
23.2012,22.7211,Tumour,
25.7665,21.6435,Tumour,
22.1281,22.2024,Tumour,
25.8783,27.889,Tumour,
22.1141,21.5211,Tumour,
30.3707,27.8329,Tumour,
22.8333,25.7152,Tumour,
25.6524,23.1634,Tumour,
18.5934,25.3303,Tumour,
20.1013,26.2151,Tumour,
29.1453,27.9845,Tumour,
28.075,30.6781,Tumour,
23.1029,27.8118,Tumour,
30.8767,26.2873,Tumour,
29.5656,21.7172,Tumour,
28.2588,27.5302,Tumour,
20.3346,24.3129,Tumour,
22.8497,23.3242,Tumour,
27.5894,29.6863,Tumour,
27.4512,25.7663,Tumour,
20.6482,28.4323,Tumour,
29.8208,27.7327,Tumour,
23.7423,22.3721,Tumour,
27.5261,28.6148,Tumour,
29.7366,27.1008,Tumour,
23.689,19.1953,Tumour,
26.5528,20.5141,Tumour,
18.2618,25.744,Tumour,
26.8199,25.6223,Tumour,
23.771,27.4839,Tumour,
26.7108,26.129,Tumour,
27.9117,22.2461,Tumour,
28.1279,28.4963,Tumour,
28.1738,25.8254,Tumour,
24.5998,25.1835,Tumour,
20.0457,26.9954,Tumour,
27.6644,27.8645,Tumour,
31.072,25.6523,Tumour,
29.6722,26.2951,Tumour,
19.2199,24.6184,Tumour,
19.3766,25.8776,Tumour,
25.4158,27.079,Tumour,
20.708,26.2396,Tumour,
26.2352,26.3714,Tumour,
21.969,29.3713,Tumour,
28.9435,21.4214,Tumour,
31.4348,26.6672,Tumour,
21.8199,24.5648,Tumour,
29.0315,27.3213,Tumour,
27.1976,29.1882,Tumour,
23.0333,27.1711,Tumour,
30.2283,25.4994,Tumour,
23.9742,20.0854,Tumour,
17.6008,24.5564,Tumour,
28.9691,30.0063,Tumour,
