points_x,points_y,celltypes,phenotypes
20.0016,6.99391,proTumourMacrophage,0.7458333333332678
19.989,7.66083,proTumourMacrophage,0.7618333333332661
14.7817,37.0735,proTumourMacrophage,0.735083333333269
10.3754,25.0518,proTumourMacrophage,0.775166666666598
25.5774,16.6934,proTumourMacrophage,0.7428333333332682
22.3588,15.8289,proTumourMacrophage,0.7273333333332699
18.5275,26.1925,proTumourMacrophage,0.7410833333332684
19.7305,16.2947,proTumourMacrophage,0.7831666666665971
20.8778,30.5742,proTumourMacrophage,0.7389999999999353
23.1933,20.0312,proTumourMacrophage,0.6709166666666094
27.2124,14.6357,proTumourMacrophage,0.717333333333271
22.4661,27.9174,proTumourMacrophage,0.598833333333284
24.1766,27.8805,proTumourMacrophage,0.584416666666619
20.8471,22.4679,proTumourMacrophage,0.6426666666666125
24.5088,20.787,proTumourMacrophage,0.5579999999999552
28.3737,24.3419,proTumourMacrophage,0.611666666666616
21.2843,20.0181,proTumourMacrophage,0.5754999999999533
26.7199,21.9391,proTumourMacrophage,0.577499999999953
23.1514,24.6273,proTumourMacrophage,0.5182499999999596
